D_TEMPORAL_0;D_TIPO_EMPRESA_0;D_TIPO_PERSONAL_0;D_SEXO_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2018;215120;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1143.5;A
2018;215120;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;649.3;A
2018;215120;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;494.2;A
2018;215122;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;74.3;A
2018;215122;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;18.4;A
2018;215122;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;55.9;A
2018;215122;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;12.3;A
2018;215122;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;5.4;A
2018;215122;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;6.9;A
2018;215122;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;56.0;A
2018;215122;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;10.0;A
2018;215122;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;46.0;A
2018;215122;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;6.0;A
2018;215122;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;3.0;A
2018;215122;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;3.0;A
2018;215124;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;7934.476224807;A
2018;215124;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2317.124485599;A
2018;215124;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;5617.351739208;A
2018;215124;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;3505.27899397;A
2018;215124;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;1024.863062703;A
2018;215124;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;2480.415931267;A
2018;215124;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;2703.11239567;A
2018;215124;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;721.968460601;A
2018;215124;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;1981.143935069;A
2018;215124;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1726.084835167;A
2018;215124;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;570.292962295;A
2018;215124;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;1155.791872872;A
2019;215125;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;24870.125188134;A
2019;215125;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;10302.605265224;A
2019;215125;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;14567.51992291;A
2019;215125;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;14522.649055069;A
2019;215125;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;5767.749712474;A
2019;215125;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;8754.899342595;A
2019;215125;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;6454.811395059;A
2019;215125;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;2830.272317889;A
2019;215125;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;3624.53907717;A
2019;215125;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;3892.664738006;A
2019;215125;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;1704.583234861;A
2019;215125;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;2188.081503145;A
2019;215117;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;5449.6;A
2019;215117;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2825.0;A
2019;215117;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;2624.6;A
2019;215117;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;2461.3;A
2019;215117;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;1173.7;A
2019;215117;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;1287.6;A
2019;215117;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;1949.138638616;A
2019;215117;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;1148.319489226;A
2019;215117;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;800.81914939;A
2019;215117;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1039.161361384;A
2019;215117;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;502.980510774;A
2019;215117;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;536.18085061;A
2019;215120;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;11738.2;A
2019;215120;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;5166.6;A
2019;215120;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;6571.6;A
2019;215120;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;8676.5;A
2019;215120;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;3613.6;A
2019;215120;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;5062.9;A
2019;215120;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;1799.8;A
2019;215120;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;904.2;A
2019;215120;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;895.6;A
2019;215120;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1261.9;A
2019;215120;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;648.8;A
2019;215120;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;613.1;A
2019;215122;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;81.9;A
2019;215122;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;19.8;A
2019;215122;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;62.1;A
2019;215122;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;12.9;A
2019;215122;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;2.3;A
2019;215122;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;10.6;A
2019;215122;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;67.550458716;A
2019;215122;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;17.050458716;A
2019;215122;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;50.5;A
2019;215122;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1.449541284;A
2019;215122;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;0.449541284;A
2019;215122;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;1.0;A
2019;215124;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;7600.425188134;A
2019;215124;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2291.205265224;A
2019;215124;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;5309.21992291;A
2019;215124;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;3371.949055069;A
2019;215124;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;978.149712474;A
2019;215124;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;2393.799342595;A
2019;215124;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;2638.322297727;A
2019;215124;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;760.702369947;A
2019;215124;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;1877.61992778;A
2019;215124;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1590.153835338;A
2019;215124;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;552.353182803;A
2019;215124;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;1037.800652535;A
2020;215125;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;25907.86384697;A
2020;215125;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;10509.032193617;A
2020;215125;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;15398.831653353;A
2020;215125;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;15093.378079825;A
2020;215125;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;5946.109039203;A
2020;215125;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;9147.269040622;A
2020;215125;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;6880.093827235;A
2020;215125;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;2934.656868185;A
2020;215125;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;3945.43695905;A
2020;215125;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;3934.39193991;A
2020;215125;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;1628.266286229;A
2020;215125;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;2306.125653681;A
2020;215117;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;5715.2;A
2020;215117;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2976.3;A
2020;215117;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;2738.9;A
2020;215117;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;2615.0;A
2020;215117;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;1275.8;A
2020;215117;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;1339.2;A
2020;215117;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;2133.556000557;A
2020;215117;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;1237.360723677;A
2020;215117;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;896.19527688;A
2020;215117;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;966.643999443;A
2020;215117;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;463.139276323;A
2020;215117;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;503.50472312;A
2020;215120;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;12064.7;A
2020;215120;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;5176.6;A
2020;215120;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;6888.1;A
2020;215120;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;8832.6;A
2020;215120;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;3708.5;A
2020;215120;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;5124.1;A
2020;215120;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;1878.512480713;A
2020;215120;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;880.110526316;A
2020;215120;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;998.401954397;A
2020;215120;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1353.587519287;A
2020;215120;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;587.989473684;A
2020;215120;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;765.598045603;A
2020;215122;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;84.9;A
2020;215122;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;17.7;A
2020;215122;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;67.2;A
2020;215122;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;32.5;A
2020;215122;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;13.0;A
2020;215122;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;19.5;A
2020;215122;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;50.960606061;A
2020;215122;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;4.260606061;A
2020;215122;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;46.7;A
2020;215122;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1.439393939;A
2020;215122;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;0.439393939;A
2020;215122;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;1.0;A
2020;215124;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;8043.06384697;A
2020;215124;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2338.432193617;A
2020;215124;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;5704.631653353;A
2020;215124;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;3613.278079825;A
2020;215124;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;948.809039203;A
2020;215124;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;2664.469040622;A
2020;215124;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;2817.064739904;A
2020;215124;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;812.925012131;A
2020;215124;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;2004.139727773;A
2020;215124;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1612.721027241;A
2020;215124;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;576.698142283;A
2020;215124;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;1036.022884958;A
